URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,79.0,35.0,0.38596490889504464,0.05480769228134246,22.468354430379748,0.2991549295774648,9.107003743982885,22.468354430379748,531.0,1775.0,1.9532394366197183,0.0,5.798873239436619
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,66.0,37.0,0.28155339532472434,0.061602870776553305,16.987951807228917,0.18936170212765957,6.870925403742631,16.987951807228917,267.0,1410.0,1.6595744680851063,0.0,4.9560283687943265
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,72.0,33.0,0.3714285678911565,0.05398457580772001,19.627906976744185,0.2731042654028436,7.9604044968588115,19.627906976744185,461.0,1688.0,1.853080568720379,0.0,5.51718009478673
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,72.0,24.0,0.49999999479166674,0.0527182866267335,16.851063829787233,0.20959595959595959,6.824263915753277,16.851063829787233,332.0,1584.0,1.7784090909090908,0.0,4.921717171717172
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,59.0,25.0,0.40476189994331074,0.042296072486255755,19.50574712643678,0.21803182086034179,7.8895115789188495,19.50574712643678,370.0,1697.0,1.7436652916912199,0.0,5.198585739540365
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,56.0,26.0,0.36585365407495546,0.05643496210844118,20.89830508474576,0.2141119221411192,8.444966802754752,20.89830508474576,264.0,1233.0,1.7534468775344687,0.0,5.128953771289538
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,28.0,12.0,0.39999999000000025,0.04629629624271262,15.354166666666666,0.18860244233378562,6.217107643600181,15.354166666666666,139.0,737.0,1.666214382632293,0.0,5.1614654002713705
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43.0,14.0,0.5087719208987382,0.07054455436813793,18.57894736842105,0.20113314447592068,7.512032205158789,18.57894736842105,142.0,706.0,1.6728045325779037,0.0,4.915014164305949
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,79.0,42.0,0.3057851214397924,0.048477564083142,24.64367816091954,0.22667910447761194,9.94814290615886,24.64367816091954,486.0,2144.0,1.8092350746268657,0.0,5.054570895522388
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,57.0,62.0,-0.04201680636960667,0.05319624494716306,17.980392156862745,0.2415485278080698,7.288776273868327,17.980392156862745,443.0,1834.0,1.8484187568157033,0.0,5.323882224645583
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,45.0,20.0,0.384615378698225,0.04807692304136322,19.847457627118644,0.28010247651579845,8.051024041453777,19.847457627118644,328.0,1171.0,1.946199829205807,0.0,5.582408198121264
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,38.0,24.0,0.22580644797086374,0.043145441862807624,13.818181818181818,0.22779605263157895,5.618391148325359,13.818181818181818,277.0,1216.0,1.7738486842105263,0.0,5.118421052631579
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,73.0,24.0,0.5051546339674781,0.052404105860397565,20.8125,0.18618618618618618,8.399474474474475,20.8125,310.0,1665.0,1.6474474474474474,0.0,4.842042042042042
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,69.0,22.0,0.5164835108078735,0.05022075052416073,18.011764705882353,0.22991508817766165,7.296671917624007,18.011764705882353,352.0,1531.0,1.8027433050293926,0.0,5.263879817112998
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,28.0,0.0,0.9999999642857155,0.046589018225309455,21.782608695652176,0.2994011976047904,8.832803957302787,21.782608695652176,150.0,501.0,1.966067864271457,0.0,5.642714570858283
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,105.0,39.0,0.458333330150463,0.07543216339684014,180.6,0.2087486157253599,72.32349944629014,180.6,377.0,1806.0,1.7209302325581395,1.0,4.821705426356589
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27.0,0.0,0.9999999629629643,0.03030303026902017,15.851063829787234,0.2697986577181208,6.4483449950021425,15.851063829787234,201.0,745.0,1.832214765100671,0.0,5.281879194630872
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,16.0,6.0,0.4545454338842984,0.026159334094935392,17.195121951219512,0.2765957446808511,6.988687078360146,17.195121951219512,195.0,705.0,1.852482269503546,0.0,5.597163120567376
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2.0,3.0,-0.199999960000008,0.022421524563132178,22.375,0.2346368715083799,9.043854748603351,22.375,42.0,179.0,1.7430167597765363,0.0,5.692737430167598
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,36.0,66.0,-0.2941176441753172,0.06500956018801175,23.75862068965517,0.22714078374455732,9.594304589359892,23.75862068965517,313.0,1378.0,1.7249637155297532,0.0,5.196661828737301
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21.0,14.0,0.19999999428571447,0.04221954156547703,22.09090909090909,0.22085048010973937,8.924703828407532,22.09090909090909,161.0,729.0,1.7160493827160495,1.0,5.03840877914952
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,72.0,42.0,0.26315789242843957,0.05217391301960004,17.236363636363638,0.19672995780590719,6.973237437667819,17.236363636363638,373.0,1896.0,1.7267932489451476,0.0,4.925105485232067
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53.0,3.0,0.8928571269132657,0.07244501931119661,14.840909090909092,0.25114854517611024,6.036823054434081,14.840909090909092,164.0,653.0,1.777947932618683,0.0,5.237366003062787
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,7.0,2.0,0.5555554938271674,0.02107728332300402,20.833333333333332,0.20533333333333334,8.415466666666665,20.833333333333332,77.0,375.0,1.8106666666666666,0.0,5.069333333333334
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,24.0,8.0,0.49999998437500054,0.033507853368054605,21.64864864864865,0.2209737827715356,8.747848972568075,21.64864864864865,177.0,801.0,1.7403245942571786,0.0,5.0062421972534334
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,15.0,8.0,0.3043478128544429,0.03979238747440764,22.38095238095238,0.2574468085106383,9.055359675785208,22.38095238095238,121.0,470.0,1.9404255319148935,0.0,5.453191489361702
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20.0,9.0,0.37931033174791956,0.06561085958006593,13.785714285714286,0.22538860103626943,5.604441154700223,13.785714285714286,87.0,386.0,1.8704663212435233,0.0,5.230569948186528
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333611,0.03314917108757364,14.363636363636363,0.2911392405063291,5.861910241657077,14.363636363636363,46.0,158.0,1.9620253164556962,0.0,5.550632911392405
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,28.0,34.0,-0.09677419198751304,0.06526315782603878,14.375,0.17142857142857143,5.8185714285714285,14.375,138.0,805.0,1.6968944099378882,0.0,4.833540372670807
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12.0,2.0,0.7142856632653098,0.06572769922193568,16.454545454545453,0.19337016574585636,6.659166248116525,16.454545454545453,35.0,181.0,1.718232044198895,0.0,4.895027624309392
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,42.0,11.0,0.5849056493414029,0.06708860751001443,16.9,0.3121301775147929,6.884852071005916,16.9,211.0,676.0,2.029585798816568,0.0,5.715976331360947
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,2.0,6.0,-0.4999999375000079,0.04519773985763989,14.454545454545455,0.1949685534591195,5.85980560320183,14.454545454545455,31.0,159.0,1.5723270440251573,1.0,4.635220125786163
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9.0,25.0,-0.47058822145328766,0.0788863107218415,16.695652173913043,0.19010416666666666,6.754302536231885,16.695652173913043,73.0,384.0,1.71875,0.0,4.721354166666667
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,33.0,48.0,-0.18518518289894836,0.0402184706850951,22.786666666666665,0.2644821533060269,9.220459527989076,22.786666666666665,452.0,1709.0,1.9151550614394384,0.0,5.509069631363371
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,56.0,21.0,0.4545454486422669,0.0396907216290254,24.22222222222222,0.18864678899082568,9.76434760448522,24.22222222222222,329.0,1744.0,1.7029816513761469,0.0,4.805045871559633
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,51.0,25.0,0.34210525865650976,0.04428904426323482,17.023529411764706,0.20041465100207326,6.889577625106712,17.023529411764706,290.0,1447.0,1.7131997235659986,0.0,4.977194194885971
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,26.0,7.0,0.5757575583103771,0.03343465042205203,11.821917808219178,0.1772885283893395,4.7996825346434075,11.821917808219178,153.0,863.0,1.5643105446118193,0.0,4.575898030127463
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,7.0,0.7543859516774395,0.03540372668608464,21.08955223880597,0.18895966029723993,8.511404759641286,21.08955223880597,267.0,1413.0,1.635527246992215,0.0,4.646850672328379
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,35.0,6.0,0.7073170559190962,0.07721280588095517,27.58823529411765,0.232409381663113,11.128257870312305,27.58823529411765,109.0,469.0,1.8102345415778252,0.0,4.7846481876332625
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,51.0,15.0,0.5454545371900827,0.03536977490065928,21.133333333333333,0.25488958990536276,8.55528916929548,21.133333333333333,404.0,1585.0,1.8694006309148266,0.0,5.26372239747634
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,37.0,71.0,-0.3148148118998629,0.09113924042941836,12.275,0.20366598778004075,4.991466395112017,12.275,200.0,982.0,1.7454175152749491,0.0,4.8991853360488795
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,64.0,23.0,0.47126436239926023,0.06723338480121067,14.41025641025641,0.1423487544483986,5.821042065881924,14.41025641025641,160.0,1124.0,1.5649466192170818,0.0,4.616548042704626
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,18.0,27.0,-0.19999999555555567,0.03875968988909587,21.680851063829788,0.16977428851815504,8.740250140939178,21.680851063829788,173.0,1019.0,1.5731108930323847,2.0,4.903827281648675
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,30.0,22.0,0.15384615088757403,0.04065676306438095,15.838235294117647,0.24419684308263695,6.432972854880113,15.838235294117647,263.0,1077.0,1.8263695450324977,0.0,5.3881151346332405
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,37.0,77.0,-0.35087718990458605,0.09452736310569869,13.064935064935066,0.2077534791252485,5.3090754176241255,13.064935064935066,209.0,1006.0,1.746520874751491,0.0,4.920477137176938
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,26.0,9.0,0.4857142718367351,0.044929396604711944,19.764705882352942,0.20684523809523808,7.988620448179272,19.764705882352942,139.0,672.0,1.6279761904761905,0.0,4.956845238095238
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,9.0,6.0,0.19999998666666757,0.04424778748009502,26.727272727272727,0.20408163265306123,10.772541743970315,26.727272727272727,60.0,294.0,1.751700680272109,0.0,5.0646258503401365
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,26.0,18.0,0.18181817768595052,0.052194543235830906,29.56,0.22868741542625168,11.9154749661705,29.56,169.0,739.0,1.8078484438430311,0.0,5.373477672530447
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,28.0,33.0,-0.08196721177102932,0.04218533883666297,20.423728813559322,0.22240663900414936,8.258454181025389,20.423728813559322,268.0,1205.0,1.741078838174274,1.0,5.24149377593361
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,23.0,12.0,0.3142857053061227,0.008090614884861161,13.196787148594378,0.1935483870967742,5.356134214276461,13.196787148594378,636.0,3286.0,1.6034692635423007,0.0,5.199026171637249
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,39.0,50.0,-0.123595504229264,0.04540816324213869,20.44705882352941,0.20828538550057538,8.262137683611995,20.44705882352941,362.0,1738.0,1.7025316455696202,2.0,5.059838895281933
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29.0,61.0,-0.35555555160493835,0.05309734510141749,23.38095238095238,0.2939579090291921,9.46996411599263,23.38095238095238,433.0,1473.0,1.8764426340801086,0.0,5.566870332654447
91,https://insights.blackcoffer.com/human-rights-outlook/,5.0,1.0,0.6666665555555741,0.03314917108757364,20.0,0.22857142857142856,8.09142857142857,20.0,32.0,140.0,1.7642857142857142,0.0,4.978571428571429
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,44.0,4.0,0.8333333159722226,0.047151276967434895,20.825,0.23769507803121248,8.425078031212484,20.825,198.0,833.0,1.8007202881152462,0.0,5.158463385354142
